category_id,polularity,item_num,look_through,collection,add_car,buy
11160,6,6,8,0,0,0
11161,34,10,82,0,0,0
11162,4,5,12,0,1,0
8765,434,876,2875,32,82,39
8764,58,78,161,5,16,6
8767,32,24,79,0,2,0
1578,11,16,50,0,0,0
689,31,49,133,4,14,2
8760,51,77,245,3,15,3
8763,13,18,27,0,0,1
685,10,13,23,0,0,0
1572,185,166,857,16,20,14
687,39,61,203,2,9,0
686,23,77,212,4,3,1
1576,4,10,37,0,5,5
10243,2,4,6,0,0,0
1574,20,47,115,3,1,1
13834,59,166,375,6,37,11
13835,10,15,31,0,4,0
13831,42,193,677,5,34,17
13832,35,32,171,13,13,9
8052,101,217,555,8,25,5
6158,15,19,33,0,0,0
8050,30,131,399,4,17,4
8505,14,38,131,1,6,4
8504,14,10,42,0,6,1
5628,9,13,20,0,3,2
5626,11,35,147,2,16,6
5625,297,392,1855,31,69,67
8054,2,2,3,0,0,0
5623,742,1011,5490,94,326,180
5622,198,228,1172,28,24,5
5620,2,2,3,0,0,0
8491,216,476,1701,26,26,13
8497,12,30,48,2,4,0
8495,53,131,440,0,14,6
8494,5,17,39,0,5,2
10241,66,172,768,12,48,13
4183,12,52,108,8,4,2
4182,36,32,82,3,3,0
5994,12,21,56,0,2,0
5996,4,6,16,0,3,1
5991,44,78,354,8,8,6
5993,425,935,5113,115,215,110
5992,3,2,5,0,1,1
11576,3,4,20,0,1,0
11575,2,2,4,0,0,0
13877,5,4,12,0,0,0
5999,7,7,16,0,0,0
5998,46,225,803,3,70,42
11571,4,4,7,0,0,0
11570,2,6,26,0,1,1
1247,1,1,2,0,0,0
6782,18,30,76,1,3,0
6785,1,3,6,0,0,0
6789,1,1,2,0,1,0
6788,17,37,93,3,7,0
6355,3,3,8,0,0,0
245,9,9,20,0,0,0
244,11,31,92,0,5,0
247,59,181,359,0,11,0
240,70,154,421,2,16,3
243,21,27,78,1,6,1
242,1288,2846,14419,352,481,140
249,4,28,59,0,0,0
248,3,2,7,0,1,0
12008,51,76,361,9,10,4
12009,37,398,1359,12,30,6
12006,2,2,4,0,0,0
6352,1,1,2,0,0,0
12005,11,9,31,0,0,0
13755,7,7,16,1,1,0
12003,29,86,312,7,7,3
12000,1,23,25,0,0,0
4674,23,23,49,3,7,1
2888,3,5,11,0,0,0
9248,34,42,121,1,3,3
9538,24,36,126,5,4,1
9537,16,43,80,5,0,0
9240,1,1,5,0,2,1
9243,23,42,103,0,2,0
9534,14,33,86,1,0,1
9533,17,29,101,3,5,1
9244,4,3,10,0,0,0
9247,2006,9282,40589,635,1208,217
9530,84,163,577,4,16,5
3698,4,4,6,0,0,0
3699,1,3,7,0,2,2
3690,275,801,2373,24,53,46
3693,7,29,113,0,6,4
3695,117,138,574,8,19,12
3697,1,1,3,0,0,1
3527,74,99,274,7,18,8
3524,21,20,76,1,1,1
3525,11,28,70,2,2,0
3523,21,39,117,0,0,0
3520,1,1,1,0,0,0
3521,18,25,104,0,10,1
3528,870,539,3091,54,77,46
3529,1,3,6,0,0,0
1364,1,1,2,0,1,0
2768,5,4,8,0,0,0
2150,9,12,22,0,1,0
10714,1,1,2,0,0,0
10715,78,142,540,11,8,2
10716,80,133,407,7,18,12
10710,2,2,4,0,0,0
2699,1,1,4,0,1,0
10713,33,45,162,1,0,1
2697,10,13,36,0,0,0
2695,20,38,92,0,3,3
2694,6,9,16,0,0,0
2693,18,27,77,0,0,0
2692,8,13,31,3,4,0
2151,7,8,14,1,0,0
13067,3,4,6,0,0,1
13066,123,659,1715,66,38,6
13065,134,135,378,11,68,18
13063,5,14,33,0,0,0
13062,16,29,46,0,1,0
13061,7,8,21,0,0,0
13060,48,94,167,1,0,2
13069,1,1,2,0,0,0
13068,1,2,8,0,2,0
1223,1,1,2,0,0,0
1222,1,1,2,0,0,0
1142,4,4,16,0,1,0
1143,1,3,10,0,0,1
1140,27,46,115,8,4,3
1146,1,1,1,0,0,0
1147,7,8,24,2,0,0
1144,120,672,2328,18,16,4
1149,19,35,114,4,0,1
768,81,127,335,8,14,3
2966,46,85,232,4,11,11
7198,10,9,34,0,0,1
7193,5,8,13,0,1,0
7192,18,36,105,1,5,3
7190,2,4,7,0,0,0
7197,10,9,18,0,0,1
7195,1728,7087,21806,435,502,102
7194,2,4,5,0,0,0
6402,483,1180,3774,84,117,42
13,13,19,43,2,3,0
8539,24,24,74,1,3,1
8028,7,15,30,3,4,1
8029,79,519,1409,13,17,10
12824,39,126,354,4,9,0
8531,128,165,422,16,54,21
8020,3,9,19,0,2,0
8021,11,66,155,0,4,2
12820,2,3,11,0,0,0
8535,21,33,85,1,6,4
8024,99,71,445,15,11,3
8537,231,602,2221,46,253,94
7440,1638,2825,18929,306,475,194
7442,26,23,114,0,3,4
7445,8,9,21,1,1,0
7446,4,5,9,0,2,0
7449,5,7,22,1,0,0
7448,6,10,39,0,7,1
8185,1,1,1,0,0,0
18,2,2,5,0,0,0
8187,49,144,356,4,4,1
6409,4,13,28,0,2,0
1507,2,2,4,0,0,0
10509,1,1,1,0,0,0
4282,373,577,1709,23,41,22
4280,348,433,1475,34,70,37
4281,14,35,105,4,4,3
13997,1,1,2,0,0,0
4287,61,124,293,10,3,1
4284,8,25,64,7,2,2
4288,11,40,114,0,0,0
13998,3,2,7,0,1,0
382,75,192,509,3,4,0
383,1,2,5,0,0,0
384,471,1025,3654,105,91,9
387,2,1,3,0,0,0
388,92,213,708,12,27,17
389,19,69,199,4,10,1
13669,10,13,23,0,1,0
4759,33,329,788,41,0,1
4750,118,135,376,3,16,5
4751,26,127,381,11,65,26
4752,10,24,61,1,0,0
4753,426,1524,7228,86,128,17
13665,21,40,123,2,8,1
13664,359,398,1837,37,46,16
13667,4,4,9,0,0,0
13666,1,1,2,0,0,0
11298,59,64,152,5,7,5
5871,30,14,77,0,0,0
5876,4,13,21,0,0,0
5877,3,31,36,0,0,0
1077,5,5,14,0,0,1
11293,8,14,33,0,0,0
5878,170,525,1766,9,35,12
5879,155,372,1459,18,33,19
11296,522,1370,6319,134,202,61
11294,3,4,10,0,0,0
11295,55,73,169,4,11,4
3759,13,6,34,0,0,0
3758,2,3,7,0,0,0
5376,761,1801,5519,161,111,17
3750,5,7,11,0,0,0
3752,1,1,2,0,0,0
3755,1,1,1,0,0,0
3754,12,23,49,3,3,0
3757,1,1,1,0,0,0
3756,27,72,202,0,4,4
13522,2,11,84,0,0,1
2191,9,8,14,0,0,0
2192,16,14,36,0,0,0
13521,36,81,241,19,9,6
13526,81,79,384,13,2,1
4636,193,488,1668,16,139,55
2196,1,2,5,0,0,0
13525,114,167,489,8,2,1
2198,16,49,152,0,3,0
2199,36,49,148,1,8,5
4639,2,2,3,0,0,0
4638,35,55,142,3,5,0
10425,7,7,14,0,0,0
11740,347,349,1276,19,42,8
11741,10,7,43,0,0,0
11742,135,188,535,19,25,4
11745,13,16,34,2,0,0
11748,6,12,30,1,0,0
11749,1,1,2,0,0,0
2046,71,65,235,8,15,2
4812,48,4,95,0,1,0
13298,6,26,55,0,0,0
13299,91,47,290,2,5,2
169,131,1035,3197,16,106,35
164,43,273,667,5,8,8
4817,96,326,1011,14,57,43
13292,52,72,257,3,11,9
13293,7,15,40,0,2,1
13294,12,25,64,0,3,4
13295,18,31,86,2,4,3
13296,1,2,4,0,0,0
163,4,8,14,0,0,0
4815,1,1,1,0,0,0
4760,3,3,6,0,0,0
13652,3,3,8,0,2,0
6194,180,529,1659,7,111,51
6195,35,45,92,1,1,1
6196,1,1,2,0,0,0
6197,5,35,68,0,17,2
6192,25,41,175,0,10,7
6193,4,6,14,0,0,0
13654,7,30,56,0,0,0
6198,2,2,7,1,1,0
6199,2,2,3,0,0,0
4764,4,4,6,0,0,0
2734,1,1,2,0,0,0
2736,39,227,637,18,13,2
2730,472,542,3150,26,73,67
13656,23,32,93,2,8,1
2733,23,63,102,2,2,1
2738,19,38,98,0,0,0
2739,485,923,4168,61,30,1
9186,1,2,4,0,0,0
9187,12,20,56,1,0,0
10369,1,1,2,0,0,0
10364,236,664,2463,18,46,25
10361,1,1,3,0,0,0
10360,163,203,944,32,34,9
10363,16,42,97,2,6,0
9189,37,36,160,2,3,3
12129,26,34,95,0,12,7
7208,5,5,10,0,2,0
6379,1,1,1,0,0,0
7201,22,26,61,1,3,1
11614,6,8,13,0,0,0
7205,378,252,1894,60,8,5
1107,1,1,1,0,0,0
12211,61,163,491,10,18,9
12210,3,5,14,0,0,0
6226,1360,3470,14545,222,552,143
12216,6,7,14,0,0,0
6224,11,24,67,0,5,1
6225,28,71,217,1,4,1
6228,798,1621,8115,192,178,81
11613,9,7,23,2,1,1
9416,33,26,110,0,4,3
10638,36,36,107,0,16,6
9762,279,937,4504,47,93,45
10508,3,11,34,0,0,0
9761,11,18,39,2,0,0
9766,89,165,422,11,42,7
9767,2,2,5,0,0,0
9764,5,6,13,2,0,0
9765,29,32,75,2,0,0
10501,446,940,3114,26,98,29
10500,96,137,432,4,22,3
10503,16,80,227,21,12,6
9769,17,39,109,0,3,3
10505,1,1,2,0,0,0
10504,22,17,72,1,3,1
10507,1019,2732,10038,90,412,368
12124,61,82,221,6,17,4
8858,20,19,46,1,2,1
6376,2,13,32,2,1,2
803,20,34,81,0,6,1
8852,12,18,34,2,1,0
8851,27,178,418,2,10,4
8850,144,234,558,5,22,17
807,93,110,452,19,10,3
8856,1,1,2,0,0,0
8855,21,33,136,3,10,4
8854,490,624,3114,39,72,60
10417,1,1,1,0,0,0
12404,2,2,5,0,0,0
10413,5,9,16,2,0,0
10144,17,32,73,0,0,0
1775,14,16,39,0,0,0
5275,10,12,26,0,0,0
5276,221,141,1129,24,25,11
5270,5,7,11,0,1,0
1770,94,176,529,9,25,10
1773,8,45,81,2,2,1
5273,986,2307,9341,133,389,133
1779,5,9,25,0,0,1
5279,2,2,4,0,0,0
10318,21,80,194,8,14,0
9287,1,1,1,0,0,0
378,1,1,3,0,0,0
1551,17,57,198,0,6,3
1550,101,162,610,15,21,9
11108,2,3,5,1,0,0
11109,7,7,14,2,1,1
1555,20,32,137,0,2,0
1554,11,9,47,0,3,1
1556,51,46,167,0,3,10
1559,30,172,495,13,4,4
11103,267,1455,3830,71,116,34
11101,7,16,30,0,0,0
11106,5,10,27,1,0,0
3031,2,3,6,0,0,0
3032,77,120,382,10,26,2
3033,47,93,295,3,16,4
8702,35,122,323,4,9,2
8700,2,2,5,0,0,1
8706,9,14,28,0,0,1
8704,23,77,149,3,5,0
8709,328,370,3017,34,96,43
8708,7,18,43,0,8,0
13852,607,680,4200,92,145,62
13853,532,1039,4053,79,171,48
13850,89,126,396,8,8,5
4691,33,41,108,2,7,2
13856,20,23,89,0,2,2
13855,22,52,174,6,2,4
13859,42,83,429,10,5,9
5604,121,329,844,10,41,8
5607,3,3,5,0,0,0
5600,421,368,2885,33,38,53
5603,1,5,5,0,3,0
5602,17,40,112,3,4,4
9634,13,30,95,5,8,3
3455,1,1,2,0,0,0
9635,27,31,67,1,1,2
6250,1,1,1,0,0,0
13317,6,7,19,1,0,0
6424,597,410,4169,61,272,121
6425,1,3,5,0,0,0
12457,32,72,157,5,15,2
6427,9,41,123,2,9,2
6420,265,150,1098,10,4,1
6421,10,17,53,1,1,0
6422,74,36,192,3,5,2
12452,44,70,172,2,1,0
12459,17,40,72,1,0,0
12458,21,39,146,1,5,3
6768,14,39,78,1,3,1
6766,10,12,32,2,5,2
6764,10,14,33,1,3,1
6762,50,65,191,4,7,3
6761,3,16,59,0,2,0
6760,3,3,5,0,1,0
9977,1,1,2,0,0,0
9975,6,13,35,1,0,0
9974,1,1,2,0,0,0
9972,6,37,54,0,2,2
9970,395,526,2268,46,164,73
6254,5,6,11,0,0,0
12024,16,12,58,0,2,4
12021,1,19,93,0,26,5
12023,3,4,7,0,0,0
227,2,2,4,0,1,0
223,4,4,25,1,1,1
12029,95,270,924,2,1,6
220,234,337,1466,34,143,41
11395,17,31,100,3,3,0
10677,3,5,7,0,0,0
6407,1,1,1,0,0,0
2505,4,6,11,0,0,1
2504,2,2,5,0,0,0
2502,13,26,73,0,3,1
2501,10,11,24,0,1,0
5049,34,130,491,31,27,3
5048,101,278,794,17,26,4
5047,24,30,89,1,0,1
5046,45,82,265,5,17,4
5041,83,118,505,17,34,17
9515,57,64,191,8,10,2
10773,13,23,57,1,1,0
9517,2259,18010,68826,1021,2028,280
9516,2590,20749,78956,1292,3328,828
9511,52,61,134,2,1,0
9510,51,126,430,7,13,11
9513,29,66,188,7,7,5
9512,3,3,4,0,0,0
10779,90,106,483,6,27,14
9518,561,663,4554,20,63,31
11828,3,7,15,1,0,0
11825,30,21,83,1,2,0
11824,2988,17532,72276,1539,2046,579
11826,23,98,274,2,1,1
11821,493,835,3693,50,115,52
11823,5,8,20,0,0,0
11822,2,2,5,0,0,0
1256,3,6,20,0,1,0
13085,8,27,72,0,6,3
13084,1,6,8,0,0,0
13087,117,286,1054,10,21,15
13080,233,770,2176,35,16,3
1521,4,4,9,0,1,0
1522,1,8,34,0,4,0
5183,25,29,86,0,1,3
3205,1,1,2,0,0,0
1992,6,4,10,0,0,0
10057,5,5,9,0,0,0
1626,16,30,73,1,3,0
10196,2,2,5,0,0,0
10197,2,2,3,1,0,0
10194,18,19,48,0,2,1
10193,51,76,258,2,13,6
10190,2,4,7,0,0,0
10191,11,17,69,1,2,2
1624,28,50,97,0,0,6
10198,1,1,3,0,0,0
10199,33,73,207,0,5,0
1129,55,230,613,7,6,0
1120,38,101,294,6,14,3
1121,2463,9220,36950,712,1123,355
1122,2,2,4,1,0,0
1123,4,5,10,1,0,0
1124,100,117,481,20,10,6
1126,196,235,1027,33,48,28
8040,469,555,2513,79,143,63
8517,33,73,139,0,0,3
8042,5,12,31,1,0,0
8043,304,411,1536,28,64,19
12590,6,9,20,3,0,0
8513,5,12,36,1,3,1
12592,109,285,825,9,20,10
8047,61,54,152,3,0,1
8048,9,12,24,0,0,0
8049,1,1,3,0,0,0
12598,105,218,672,16,41,16
12599,5,46,88,0,3,1
8518,4,11,22,0,0,1
8519,1,1,2,0,0,0
12848,10,9,33,0,0,1
12849,7,7,15,0,0,0
12842,25,39,78,0,0,0
12840,70,58,185,2,8,6
10150,6,9,21,1,1,2
12847,3,7,14,0,0,0
12844,30,140,314,4,1,1
12845,2,2,4,0,0,0
2706,2,2,12,0,1,1
554,15,24,67,0,2,0
4776,140,102,553,2,13,35
13645,45,114,306,6,6,0
4775,93,196,474,5,10,0
4772,1,1,1,0,0,0
13642,5,4,17,0,1,1
4770,24,21,74,3,0,0
13640,1,1,3,0,0,0
4778,642,2586,9521,193,373,59
13648,4,9,18,3,0,0
5819,7,11,22,0,3,0
5812,2,2,4,0,0,0
5813,24,49,156,1,3,2
5814,7,37,123,1,13,3
5816,2,3,5,1,1,0
5817,32,112,310,3,6,1
13508,95,141,438,9,42,16
13509,36,77,189,10,4,2
13500,1082,2482,15707,271,547,232
13501,2,2,4,0,0,0
13502,3,3,8,0,0,0
13503,15,16,40,0,1,1
4615,1,1,2,0,0,0
13505,18,28,69,0,1,0
4617,2,2,4,0,0,0
4616,1,1,3,0,0,0
2705,1,1,2,0,0,0
4881,1,1,3,0,0,0
146,1,3,3,0,0,0
147,34,82,271,2,2,0
145,19,19,50,1,3,3
142,2,2,2,0,0,0
140,4,11,35,3,0,0
1946,2,2,7,0,0,0
2700,9,13,25,2,0,0
132,1,1,3,0,0,0
2703,4,10,28,0,0,0
13572,12,13,30,0,2,1
10688,1,1,1,0,0,0
1191,2,3,6,0,0,0
10689,2,3,6,0,0,0
1190,119,197,782,19,25,12
5452,9,9,17,1,1,0
2713,3,3,11,1,0,0
5453,37,69,183,5,23,10
2716,2,4,10,2,1,2
2717,37,55,142,4,0,0
2714,1,1,1,0,0,0
2718,5,1,17,0,0,0
2719,3,8,30,0,0,1
10699,192,399,1435,30,8,0
7956,51,68,228,4,29,9
7223,39,115,378,2,20,11
7954,44,43,99,1,7,4
7953,41,58,180,5,7,1
7224,7,8,15,0,2,0
7951,146,465,2420,11,36,9
7950,26,38,126,2,3,2
7229,127,436,801,5,0,44
9165,80,102,382,8,36,11
10341,78,93,246,5,12,2
10340,20,47,129,1,2,1
10347,21,110,307,3,0,0
9161,51,155,607,11,25,2
10344,656,2430,7797,171,141,17
11770,75,70,331,6,13,2
9173,1,1,2,0,0,0
6248,373,248,1642,26,58,28
6249,163,130,810,16,24,5
6240,10,14,28,0,0,0
6241,3,11,27,3,0,0
12273,1,1,3,0,0,0
6243,43,39,138,5,6,3
12275,97,163,465,18,39,15
12274,4,9,12,0,0,0
12277,59,104,338,8,27,12
6247,203,653,1670,20,18,10
10527,19,23,67,2,0,0
10525,1,5,7,0,0,0
10524,115,763,2144,19,104,56
10523,1467,2540,15489,292,352,180
10522,14,43,84,0,2,0
10520,553,1007,4340,168,162,43
10529,294,431,1243,47,75,26
10528,6,7,22,0,3,1
9708,23,81,266,10,6,5
9700,26,41,125,1,0,1
4408,6,7,13,0,0,0
9702,8,9,31,0,2,0
9704,4,4,15,2,0,0
9706,10,12,33,0,2,0
9707,38,38,183,0,9,1
8871,4,4,9,0,1,0
8870,26,49,89,0,0,0
8873,30,35,104,4,3,1
8872,30,44,97,2,0,1
8874,1284,2726,15441,353,439,198
8877,2276,15244,66474,1091,2069,1031
8879,224,317,1379,20,82,36
6602,22,42,124,0,2,1
12632,1,1,2,0,0,0
829,37,136,414,3,44,10
7615,1,1,2,0,0,0
825,39,258,863,4,20,2
824,4,5,10,0,0,0
826,9,9,28,3,1,0
820,34,56,182,1,4,0
12634,1,1,2,0,0,0
6976,1,1,6,0,0,2
13316,4,7,20,0,2,0
6977,673,7812,21108,745,1996,869
4400,15,12,26,0,1,1
6974,24,125,345,15,15,6
12492,6,19,34,1,5,1
12494,1,2,4,0,0,0
1713,1,1,3,0,0,0
1712,1,1,3,0,0,0
5250,3,4,12,0,2,1
1710,124,162,582,15,7,4
12497,8,10,24,1,2,1
5254,35,142,464,4,28,8
1714,7,16,46,0,2,0
5258,152,158,787,7,11,1
5259,21,34,77,1,7,0
13940,1,1,2,0,0,0
6258,4,16,48,0,1,3
4252,14,52,168,0,3,6
13944,2,2,4,0,0,0
13945,46,89,292,4,23,7
11120,4,18,84,0,1,0
11121,27,66,212,0,4,4
11122,29,96,216,3,20,0
11123,1,2,3,0,0,0
4257,2,2,4,0,0,0
11126,1,1,3,0,0,0
10751,67,363,940,8,31,5
13947,4,4,11,1,1,0
9579,690,2572,8558,366,275,103
3019,7,7,11,0,0,0
11508,111,660,2503,105,94,14
3013,7,14,34,2,1,0
3010,12,37,103,2,2,3
3011,2,2,4,0,0,0
3016,4,5,8,0,0,0
3017,32,87,260,3,7,2
3014,4,2,8,0,0,0
3015,506,1848,6630,125,108,18
8721,295,650,2219,40,41,10
8723,77,202,526,21,12,10
8722,13,44,124,2,5,2
8724,138,156,515,12,33,17
8727,8,16,30,0,0,0
4188,24,54,147,1,2,5
10205,13,23,51,1,4,1
4181,199,287,1065,14,79,48
4180,3,3,5,0,0,0
13872,49,39,208,8,15,5
13873,67,63,210,4,6,1
11809,2,2,5,0,0,0
13876,53,90,265,5,14,6
4186,10,27,41,1,0,0
5661,352,585,2489,73,196,127
5660,2,4,5,0,0,1
5664,4,23,63,3,2,1
5668,67,141,352,3,3,1
5399,5269,51623,259187,5288,5463,886
355,2,3,4,0,0,0
11,738,1621,7867,94,89,12
10,49,79,202,1,4,0
6400,158,276,1140,21,39,15
6401,161,221,799,16,24,3
8189,13,57,113,0,15,0
12476,4,4,20,0,0,0
17,2,2,3,0,1,0
16,59,97,316,3,16,8
19,6,8,12,0,0,0
8184,144,152,960,18,24,8
12479,186,892,2415,60,84,104
12478,13,15,29,0,0,0
8180,2,48,94,6,25,1
8182,78,113,368,8,17,3
7764,71,40,268,3,6,1
2740,3,9,15,0,0,0
7766,270,452,2084,28,66,28
7767,2010,6008,26845,687,1211,587
7763,19,71,167,9,4,1
7768,154,258,682,16,27,16
7769,59,109,259,2,6,0
3904,2,2,5,0,1,0
3905,93,59,367,1,4,0
3900,26,45,113,1,2,0
3901,14,9,46,3,6,3
6745,154,247,1133,35,76,11
6744,93,284,1009,18,23,9
6747,2,2,4,0,1,0
6746,1,1,1,0,0,0
6741,5,8,17,0,0,0
6740,2,2,2,0,0,0
6743,43,154,347,0,24,7
6742,436,422,2368,51,156,93
6748,120,351,936,9,39,27
9959,221,472,2135,52,78,26
9955,8,6,17,1,0,0
9957,2,3,5,0,1,0
9956,24,24,80,3,0,0
9950,2,2,4,0,0,0
9953,6,64,166,6,12,0
9952,79,65,467,10,17,6
201,24,27,60,0,9,1
200,235,936,2432,10,7,0
202,7,11,32,0,0,1
205,92,231,702,14,35,26
206,11,16,49,0,2,2
209,3,3,9,0,0,0
208,15,34,97,2,2,1
3476,104,200,574,5,53,15
12042,5,5,10,0,0,0
12041,2,3,8,1,0,0
12047,85,297,749,13,15,7
12044,12,22,53,1,3,0
836,252,344,2047,16,36,33
12049,19,19,57,2,1,1
834,16,43,83,2,1,0
3473,1,2,4,0,0,0
9383,34,57,147,8,3,1
838,128,263,662,6,22,10
839,20,8,50,0,0,0
3658,74,88,258,5,4,0
3659,125,629,1655,92,20,7
3654,78,135,454,2,79,15
3655,4,6,17,0,0,0
3656,483,654,3452,59,75,26
3653,13,25,61,2,4,0
2525,101,184,450,11,8,3
2526,5,15,33,0,1,0
2522,2,2,4,0,0,0
11465,9,28,82,5,1,1
11467,1,2,2,0,0,0
11466,19,32,91,0,3,0
11460,77,143,347,5,1,0
11462,10,19,49,0,0,0
10338,192,227,770,26,60,14
5065,311,453,2326,30,121,60
5067,34,53,132,5,17,6
5066,6,11,13,0,0,0
5063,22,19,49,2,2,1
5062,8,9,16,0,8,1
5069,2,3,15,0,2,1
5068,4,12,30,0,0,0
2445,3,3,4,1,0,0
13319,8,10,24,0,0,0
13318,111,255,844,33,25,3
4404,4,7,16,0,0,0
4405,318,471,1681,47,75,23
4406,7,9,40,3,3,2
4407,17,35,113,0,0,0
13311,10,10,23,1,2,0
4401,6,7,20,0,0,0
4402,2,10,22,1,3,0
4403,2,2,5,0,0,0
9572,1,1,3,0,0,0
9570,15,60,181,3,13,5
9576,143,643,1711,11,97,9
9574,39,62,236,6,7,9
10750,9,16,41,0,5,0
921,8,7,38,1,1,1
922,107,201,585,9,2,1
10753,712,2049,7582,190,304,65
924,50,98,228,4,29,2
10755,4,4,7,0,0,0
10757,25,29,45,1,0,0
5392,20,32,59,1,10,3
5391,1,3,6,0,0,0
11808,39,80,207,3,10,3
5397,22,36,106,1,1,2
5395,2756,17988,84856,1964,1321,129
11803,28,34,89,1,4,1
11802,131,261,823,13,45,27
11801,10,10,16,0,1,0
11807,4,7,19,0,0,0
11806,22,22,47,1,3,1
11804,54,107,373,6,16,12
784,212,800,2612,27,12,14
4094,5,5,7,0,0,0
9397,2094,6803,26128,409,1194,439
9396,295,721,2778,54,60,18
9395,20,14,49,0,0,2
9394,1,3,3,0,0,0
780,60,228,542,1,9,0
781,9,11,28,0,2,1
782,291,435,1493,13,58,39
9390,19,32,78,1,1,0
786,2,3,4,0,0,0
789,21,33,74,2,0,1
6592,1,1,4,0,1,0
1454,1,1,3,0,0,0
407,11,13,37,1,1,0
7159,13,25,55,1,2,1
406,1,1,2,0,0,0
7157,5,5,7,0,0,0
7152,10,14,29,0,0,3
7151,24,22,90,2,6,3
7150,6,7,15,0,0,0
404,151,224,668,11,64,11
2660,1,1,2,0,0,0
12860,21,33,115,4,8,6
12861,42,69,181,2,4,6
12862,126,424,1446,23,26,3
12863,766,6265,20916,348,671,153
12864,108,104,408,7,18,6
12866,16,15,46,1,0,0
8066,141,383,1272,18,21,20
8067,22,56,185,1,4,4
12823,165,406,1453,20,91,51
7693,1,1,1,0,0,0
8063,13,15,44,0,5,2
8060,7,10,22,1,0,0
7484,63,299,950,26,7,1
7487,33,54,176,2,4,4
7481,2,5,11,0,0,0
7480,36,74,212,1,17,6
7483,1,1,3,0,0,0
7489,2,2,3,0,0,0
7488,15,13,35,1,3,0
9392,6,3,20,2,0,0
2899,114,147,474,12,19,6
9391,4,4,6,0,0,0
2897,1,1,1,0,0,0
783,33,101,240,11,3,1
13871,1,1,2,0,0,0
2890,15,10,43,1,0,0
2893,10,13,21,0,1,1
2892,15,20,51,0,1,1
1106,56,37,181,1,2,0
1455,161,315,960,24,40,15
1456,110,144,467,13,45,19
1105,61,143,539,5,0,0
1102,35,250,834,7,79,18
1451,141,1590,4349,571,72,20
1452,24,39,126,1,2,1
1453,129,341,1086,7,14,10
1109,66,64,276,5,13,5
1725,1,1,2,0,0,1
174,1,1,2,0,0,0
5240,2,3,7,0,0,0
5243,1,1,1,0,0,0
3733,8,21,43,0,0,0
1837,1,3,5,0,0,0
1891,8,10,24,0,0,2
3731,1,1,3,0,0,0
4923,212,195,922,19,12,1
13590,276,613,2667,56,83,57
4690,143,226,1038,28,74,16
4693,1,1,2,0,0,0
4692,6,9,22,0,0,0
4795,2,2,4,0,0,0
4796,1,1,1,0,0,0
4790,7,11,44,1,0,1
2133,21,73,172,7,9,3
5836,35,88,191,4,3,1
5835,3,8,27,0,0,0
2130,142,267,1426,25,35,46
5830,5,7,13,0,0,0
11256,114,310,1116,7,22,3
11257,20,26,59,0,2,4
11254,1,1,1,1,0,0
13587,22,32,108,0,6,0
11252,5,6,12,0,0,0
5838,15,32,72,1,4,2
5839,1,1,2,0,0,0
13588,4,9,20,2,0,0
4698,5,7,8,0,0,2
4034,32,44,130,2,9,11
4928,2,2,3,0,0,0
13726,4,4,9,0,0,0
4036,28,83,155,7,1,0
11784,44,60,217,1,5,2
11785,20,31,60,1,0,0
6903,55,59,442,5,19,12
11787,2,4,7,0,0,0
11780,11,20,64,1,2,2
11781,15,21,53,1,1,0
11782,34,227,514,3,15,0
4038,9,9,28,1,3,2
11788,3,4,6,0,0,0
2668,6,20,42,0,1,1
6310,1,1,1,0,0,0
12788,51,57,245,2,6,6
12781,1,1,1,0,0,0
12780,16,38,110,4,2,0
12784,62,86,260,5,12,5
12787,1,1,3,0,1,0
10320,5,10,22,0,2,0
4899,3,3,5,0,1,0
4898,703,2036,8246,140,235,179
10324,5,7,15,0,0,0
10327,5,4,10,0,0,0
10329,29,95,250,6,7,5
2771,228,523,2298,64,37,9
4891,1,2,3,0,0,0
2774,29,39,52,0,0,0
4896,7,10,24,0,4,0
4895,29,48,106,0,3,0
2777,193,425,1078,0,1,0
9499,34,40,102,1,3,0
9148,1,1,2,0,0,0
9149,10,17,48,0,2,0
7978,77,124,290,0,4,1
9490,24,56,129,4,16,2
9491,195,199,997,10,34,20
9492,3,1,6,0,0,0
9493,18,49,130,3,5,4
7971,144,308,1284,16,27,9
9495,5,6,14,1,0,1
7973,16,28,93,2,5,3
9497,9,28,88,0,5,30
6266,6,8,14,0,0,0
6267,122,335,1379,25,34,8
6264,163,136,734,21,24,13
6265,36,53,153,3,1,2
12253,83,193,631,11,21,5
6263,6,9,28,1,1,0
12251,139,305,1131,19,40,33
7523,2,3,19,0,2,0
12259,3,3,7,0,0,0
12258,16,73,174,0,4,1
2641,1,3,6,0,0,0
6246,3,3,5,0,0,0
9726,1,1,1,0,0,0
9727,12,41,101,1,6,8
9725,1,7,14,0,0,0
9722,38,61,223,2,3,4
9723,16,12,76,1,3,0
9720,1192,1982,8937,158,290,133
9721,122,221,666,4,22,6
9728,12,44,154,5,1,3
3467,7,9,23,0,0,0
846,3,5,7,0,0,0
845,7,8,21,0,0,0
7529,5,8,14,0,0,0
841,5,9,22,0,1,1
3460,11,10,21,0,1,1
8897,31,51,182,1,1,2
8894,3,7,16,0,0,0
8892,177,466,1408,30,32,21
849,185,218,922,15,36,15
848,3,2,8,0,0,0
663,5,1,9,0,0,0
